日期,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
099/03/09,A1 香蕉,26.2,22.1,18.3,22.2,21587
099/03/10,A1 香蕉,25.0,20.3,17.1,20.6,21476
099/03/11,A1 香蕉,23.3,19.9,15.8,19.7,16380
099/03/12,A1 香蕉,24.5,20.2,15.9,20.2,20760
099/03/13,A1 香蕉,24.2,20.5,17.1,20.5,26407
099/03/14,A1 香蕉,25.3,20.8,16.0,20.8,28549
099/03/16,A1 香蕉,25.8,21.4,17.3,21.5,35733
099/03/17,A1 香蕉,26.0,22.9,18.8,22.7,31565
099/03/18,A1 香蕉,25.1,22.0,18.1,21.9,29520
099/03/19,A1 香蕉,24.6,21.1,17.7,21.1,19406
099/03/20,A1 香蕉,25.6,22.3,17.6,22.0,18474
099/03/21,A1 香蕉,25.0,21.6,17.8,21.5,23417
099/03/23,A1 香蕉,24.9,21.1,16.2,20.9,22065
099/03/24,A1 香蕉,25.1,21.7,17.5,21.6,22202
099/03/25,A1 香蕉,24.1,21.3,17.1,21.0,26262
099/03/26,A1 香蕉,23.9,21.1,14.9,20.4,21942
099/03/27,A1 香蕉,28.1,23.1,17.8,23.0,21887
099/03/28,A1 香蕉,33.3,25.2,20.0,25.8,23297
099/03/30,A1 香蕉,31.3,26.4,22.6,26.6,30680
099/03/31,A1 香蕉,31.0,26.7,22.6,26.7,29086
099/04/01,A1 香蕉,30.2,26.0,22.7,26.2,24247
099/04/02,A1 香蕉,29.6,24.8,20.8,25.0,18583
099/04/03,A1 香蕉,28.9,24.8,20.7,24.8,19799
099/04/04,A1 香蕉,28.5,24.1,20.1,24.2,28105
099/04/07,A1 香蕉,28.0,24.1,20.6,24.2,26737
099/04/08,A1 香蕉,27.1,24.4,20.7,24.2,23596
099/04/09,A1 香蕉,26.4,23.0,19.6,23.0,19665
099/04/10,A1 香蕉,26.5,23.6,19.9,23.5,19146
099/04/11,A1 香蕉,28.1,24.9,21.0,24.7,23248
099/04/13,A1 香蕉,37.3,26.1,22.0,27.5,22980
099/04/14,A1 香蕉,31.9,27.9,23.8,27.9,30955
099/04/15,A1 香蕉,31.6,26.7,22.9,26.9,26279
099/04/16,A1 香蕉,31.1,27.3,23.9,27.4,21449
099/04/17,A1 香蕉,31.5,27.8,23.5,27.7,20366
099/04/18,A1 香蕉,32.0,27.3,23.0,27.4,18091
099/04/20,A1 香蕉,31.7,27.7,24.0,27.7,20775
099/04/21,A1 香蕉,29.2,27.0,23.9,26.8,23160
099/04/22,A1 香蕉,28.2,25.5,22.5,25.4,19407
099/04/23,A1 香蕉,28.5,25.0,21.5,25.0,18647
099/04/24,A1 香蕉,29.5,25.2,20.5,25.1,19767
099/04/25,A1 香蕉,28.6,25.4,21.1,25.2,21468
099/04/27,A1 香蕉,33.3,26.9,21.8,27.2,24868
099/04/28,A1 香蕉,31.0,27.4,24.7,27.6,37185
099/04/29,A1 香蕉,29.8,26.4,22.7,26.3,31122
099/04/30,A1 香蕉,29.1,26.1,22.9,26.1,23460
099/05/01,A1 香蕉,29.2,25.6,21.5,25.5,23330
099/05/02,A1 香蕉,28.9,26.1,21.7,25.8,19789
099/05/04,A1 香蕉,28.9,26.7,23.5,26.5,23985
099/05/05,A1 香蕉,30.1,27.2,23.8,27.1,23175
099/05/06,A1 香蕉,29.2,26.1,21.3,25.8,26636
099/05/07,A1 香蕉,28.0,24.7,20.0,24.4,24891
099/05/08,A1 香蕉,26.5,22.9,18.6,22.8,19829
099/05/09,A1 香蕉,26.7,22.6,19.0,22.7,20811
099/05/11,A1 香蕉,27.9,23.6,19.8,23.7,19169
099/05/12,A1 香蕉,28.1,24.4,20.5,24.4,24535
099/05/13,A1 香蕉,29.7,25.8,21.3,25.7,24422
099/05/14,A1 香蕉,29.6,25.7,21.9,25.7,31419
099/05/15,A1 香蕉,29.2,24.7,21.0,24.9,30903
099/05/16,A1 香蕉,29.2,25.1,21.5,25.2,24992
099/05/18,A1 香蕉,28.0,22.5,18.8,22.9,29191
099/05/19,A1 香蕉,26.1,20.2,13.6,20.1,31135
099/05/20,A1 香蕉,24.0,16.7,10.2,16.9,26689
099/05/21,A1 香蕉,20.2,13.4,8.3,13.8,25884
099/05/22,A1 香蕉,17.5,11.1,7.2,11.6,26065
099/05/23,A1 香蕉,15.4,11.5,7.9,11.6,19823
099/05/25,A1 香蕉,16.3,11.6,8.6,11.9,34171
