日期,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
106/08/23,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,260
106/08/24,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,450
106/08/25,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,530
106/08/27,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,150
106/08/29,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,375
106/08/30,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,420
106/08/31,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,510
106/09/01,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,170
106/09/02,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,240
106/09/03,71 小番茄 ㄧ般,46.1,40.0,40.0,41.2,490
106/09/04,71 小番茄 ㄧ般,45.6,40.0,40.0,41.1,450
106/09/08,71 小番茄 ㄧ般,44.4,40.0,40.0,40.9,920
106/09/09,71 小番茄 ㄧ般,50.0,42.2,40.0,43.3,820
106/09/10,71 小番茄 ㄧ般,47.8,40.0,40.0,41.5,355
106/09/12,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,30
106/09/13,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,250
106/09/15,71 小番茄 ㄧ般,50.0,50.0,50.0,50.0,50
106/09/16,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,100
106/09/17,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,260
106/09/19,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,300
106/09/20,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,570
106/09/21,71 小番茄 ㄧ般,45.0,45.0,45.0,45.0,140
106/09/22,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,820
106/09/23,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,870
106/09/24,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,105
106/09/26,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,140
106/09/27,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,380
106/09/28,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,710
106/09/29,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,455
106/09/30,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,60
106/10/01,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,110
106/10/03,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,510
106/10/04,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,130
106/10/07,71 小番茄 ㄧ般,41.5,40.0,40.0,40.3,990
106/10/08,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,70
106/10/10,71 小番茄 ㄧ般,48.6,40.0,40.0,41.7,695
106/10/11,71 小番茄 ㄧ般,50.0,43.6,40.0,44.2,300
106/10/12,71 小番茄 ㄧ般,50.0,48.0,40.0,46.8,310
106/10/13,71 小番茄 ㄧ般,50.0,44.7,35.0,43.8,355
106/10/14,71 小番茄 ㄧ般,45.4,37.9,30.0,37.8,370
106/10/15,71 小番茄 ㄧ般,47.7,38.6,30.0,38.7,390
106/10/17,71 小番茄 ㄧ般,40.0,40.0,38.6,39.7,360
106/10/18,71 小番茄 ㄧ般,50.0,43.8,40.0,44.3,315
106/10/19,71 小番茄 ㄧ般,50.0,43.5,40.0,44.1,220
106/10/20,71 小番茄 ㄧ般,50.0,44.5,40.0,44.7,85
106/10/21,71 小番茄 ㄧ般,49.2,40.0,40.0,41.8,245
106/10/22,71 小番茄 ㄧ般,50.0,44.4,40.0,44.6,420
106/10/24,71 小番茄 ㄧ般,50.0,44.9,40.0,44.9,761
106/10/25,71 小番茄 ㄧ般,48.5,40.0,40.0,41.7,650
106/10/26,71 小番茄 ㄧ般,50.0,40.3,40.0,42.2,675
106/10/27,71 小番茄 ㄧ般,50.0,41.4,40.0,42.9,420
106/10/28,71 小番茄 ㄧ般,43.7,40.0,38.9,40.5,470
106/10/29,71 小番茄 ㄧ般,42.5,40.0,40.0,40.5,490
106/10/31,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,665
106/11/01,71 小番茄 ㄧ般,40.0,40.0,38.4,39.7,558
106/11/02,71 小番茄 ㄧ般,40.0,40.0,33.8,38.8,400
106/11/03,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,315
106/11/04,71 小番茄 ㄧ般,40.0,40.0,39.4,39.9,491
106/11/05,71 小番茄 ㄧ般,40.0,40.0,35.5,39.1,472
106/11/07,71 小番茄 ㄧ般,50.0,50.0,40.9,48.2,220
106/11/08,71 小番茄 ㄧ般,50.0,46.6,40.0,46.0,445
106/11/09,71 小番茄 ㄧ般,50.0,50.0,50.0,50.0,255
106/11/10,71 小番茄 ㄧ般,65.0,49.5,39.0,50.5,481
106/11/11,71 小番茄 ㄧ般,60.0,60.0,50.3,58.1,155
106/11/12,71 小番茄 ㄧ般,60.0,54.0,45.2,53.5,373
106/11/14,71 小番茄 ㄧ般,78.0,68.7,60.0,68.8,245
106/11/15,71 小番茄 ㄧ般,70.0,70.0,47.2,65.4,138
106/11/16,71 小番茄 ㄧ般,75.0,60.0,47.4,60.5,333
106/11/17,71 小番茄 ㄧ般,60.0,60.0,52.7,58.5,368
106/11/18,71 小番茄 ㄧ般,60.0,60.0,46.3,57.3,372
106/11/19,71 小番茄 ㄧ般,60.0,60.0,60.0,60.0,210
106/11/21,71 小番茄 ㄧ般,60.0,55.4,40.0,53.2,825
106/11/22,71 小番茄 ㄧ般,60.0,58.2,50.0,56.9,325
106/11/23,71 小番茄 ㄧ般,60.0,58.5,30.0,53.1,78
106/11/24,71 小番茄 ㄧ般,60.0,60.0,51.5,58.3,440
106/11/25,71 小番茄 ㄧ般,60.0,57.1,50.0,56.3,535
106/11/26,71 小番茄 ㄧ般,60.0,60.0,60.0,60.0,440
106/11/28,71 小番茄 ㄧ般,60.0,56.1,50.0,55.7,555
106/11/29,71 小番茄 ㄧ般,60.0,59.9,50.0,57.9,485
106/11/30,71 小番茄 ㄧ般,60.0,60.0,60.0,60.0,400
106/12/01,71 小番茄 ㄧ般,60.0,60.0,55.0,59.0,600
106/12/02,71 小番茄 ㄧ般,60.0,60.0,53.4,58.7,570
106/12/03,71 小番茄 ㄧ般,60.0,51.1,50.0,52.7,150
106/12/05,71 小番茄 ㄧ般,60.0,50.9,40.0,50.5,706
106/12/06,71 小番茄 ㄧ般,60.0,50.2,45.0,51.1,716
106/12/07,71 小番茄 ㄧ般,59.2,46.2,40.0,47.6,272
106/12/08,71 小番茄 ㄧ般,60.0,45.8,38.6,47.2,917
106/12/09,71 小番茄 ㄧ般,41.7,40.0,40.0,40.4,172
106/12/10,71 小番茄 ㄧ般,40.0,38.4,30.0,37.1,170
106/12/12,71 小番茄 ㄧ般,45.0,42.4,40.0,42.5,1478
106/12/13,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,110
106/12/14,71 小番茄 ㄧ般,40.0,35.6,30.0,35.4,280
106/12/16,71 小番茄 ㄧ般,40.0,40.0,40.0,40.0,80
106/12/17,71 小番茄 ㄧ般,45.0,34.4,30.0,35.6,64
106/12/19,71 小番茄 ㄧ般,60.0,54.5,45.0,53.7,43
106/12/20,71 小番茄 ㄧ般,34.0,30.0,30.0,30.8,114
106/12/21,71 小番茄 ㄧ般,42.3,40.0,40.0,40.5,110
106/12/22,71 小番茄 ㄧ般,47.1,40.0,40.0,41.4,140
106/12/23,71 小番茄 ㄧ般,45.0,45.0,45.0,45.0,40
106/12/24,71 小番茄 ㄧ般,45.0,45.0,45.0,45.0,70
106/12/27,71 小番茄 ㄧ般,45.0,45.0,45.0,45.0,1457
106/12/28,71 小番茄 ㄧ般,45.0,37.0,30.0,37.2,939
106/12/29,71 小番茄 ㄧ般,45.0,31.6,30.0,34.0,136
106/12/30,71 小番茄 ㄧ般,39.4,35.0,35.0,35.9,400
106/12/31,71 小番茄 ㄧ般,22.0,20.5,20.0,20.7,266
107/01/02,71 小番茄 ㄧ般,50.0,50.0,50.0,50.0,70
107/01/03,71 小番茄 ㄧ般,45.0,45.0,45.0,45.0,70
107/01/04,71 小番茄 ㄧ般,51.2,35.8,26.4,37.0,685
107/01/05,71 小番茄 ㄧ般,40.4,28.3,20.0,29.1,392
107/01/07,71 小番茄 ㄧ般,33.0,21.0,20.0,23.2,148
107/01/09,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,30
107/01/10,71 小番茄 ㄧ般,30.0,30.0,30.0,30.0,30
107/01/11,71 小番茄 ㄧ般,31.8,22.8,15.0,23.1,272
107/01/12,71 小番茄 ㄧ般,20.0,20.0,20.0,20.0,60
107/01/13,71 小番茄 ㄧ般,30.0,30.0,30.0,30.0,36
107/01/14,71 小番茄 ㄧ般,30.0,25.0,15.0,24.0,60
107/01/16,71 小番茄 ㄧ般,28.8,25.0,25.0,25.8,236
107/01/17,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,24
107/01/20,71 小番茄 ㄧ般,20.0,20.0,20.0,20.0,120
107/01/21,71 小番茄 ㄧ般,25.0,22.2,20.0,22.3,260
107/01/24,71 小番茄 ㄧ般,20.0,20.0,20.0,20.0,70
107/01/26,71 小番茄 ㄧ般,30.0,28.6,20.0,27.1,70
107/01/28,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,70
107/01/31,71 小番茄 ㄧ般,20.0,20.0,20.0,20.0,60
107/02/02,71 小番茄 ㄧ般,20.0,20.0,20.0,20.0,80
107/02/04,71 小番茄 ㄧ般,20.0,20.0,20.0,20.0,90
107/02/09,71 小番茄 ㄧ般,25.0,21.3,20.0,21.8,310
107/02/11,71 小番茄 ㄧ般,20.0,20.0,20.0,20.0,100
107/02/22,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,120
107/02/23,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,80
107/02/27,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,280
107/02/28,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,350
107/03/01,71 小番茄 ㄧ般,27.1,25.0,25.0,25.4,480
107/03/02,71 小番茄 ㄧ般,26.4,25.0,25.0,25.3,185
107/03/03,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,130
107/03/04,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,120
107/03/08,71 小番茄 ㄧ般,20.0,20.0,20.0,20.0,860
107/03/09,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,240
107/03/10,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,40
107/03/14,71 小番茄 ㄧ般,30.0,30.0,30.0,30.0,100
107/03/18,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,110
107/03/20,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,90
107/03/22,71 小番茄 ㄧ般,15.0,15.0,15.0,15.0,40
107/03/24,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,100
107/03/27,71 小番茄 ㄧ般,25.0,25.0,25.0,25.0,96
